,Date,Open,High,Low,Close,Volume,Close_LN,Close_LN_diff,Close_LN_diff_100,r>=1%_tmp,r>=0%_tmp,r>=-1%_tmp,-1%>r_tmp,r>=1%,r>=0%,r>=-1%,-1%>r
23,1986-10-04,17246.0,17610.0,17246.0,17606.0,,9.775995032020852,0.021007487803167635,2.1007487803167635,1,0,0,0,0,0,1,0
24,1986-10-06,17599.0,17676.0,17431.0,17435.0,,9.766234959109752,-0.009760072911099371,-0.9760072911099371,0,0,1,0,0,1,0,0
25,1986-10-07,17441.0,17608.0,17441.0,17604.0,,9.775881427930981,0.009646468821228993,0.9646468821228993,0,1,0,0,0,0,1,0
26,1986-10-08,17604.0,17683.0,17472.0,17515.0,,9.770812935631588,-0.0050684922993937676,-0.5068492299393768,0,0,1,0,0,1,0,0
27,1986-10-09,17512.0,17652.0,17512.0,17650.0,,9.778491062361443,0.00767812672985535,0.767812672985535,0,1,0,0,0,0,0,1
28,1986-10-13,17623.0,17623.0,17330.0,17339.0,,9.760713578544673,-0.017777483816770356,-1.7777483816770356,0,0,0,1,0,0,1,0
29,1986-10-14,17349.0,17447.0,17097.0,17318.0,,9.759501702007746,-0.0012118765369262263,-0.12118765369262263,0,0,1,0,0,0,0,1
30,1986-10-15,17317.0,17393.0,16958.0,16970.0,,9.739202358228273,-0.020299343779473844,-2.0299343779473844,0,0,0,1,0,0,1,0
31,1986-10-16,16976.0,17028.0,16692.0,16872.0,,9.733410722158611,-0.005791636069661266,-0.5791636069661266,0,0,1,0,0,0,0,1
32,1986-10-17,16869.0,16932.0,16671.0,16700.0,,9.723163998404846,-0.010246723753764897,-1.0246723753764897,0,0,0,1,0,0,0,1
33,1986-10-20,16692.0,16692.0,16482.0,16523.0,,9.71250862865099,-0.010655369753855837,-1.0655369753855837,0,0,0,1,0,0,0,1
34,1986-10-21,16501.0,16501.0,15989.0,16206.0,,9.693136823020671,-0.019371805630319372,-1.9371805630319372,0,0,0,1,0,0,0,1
35,1986-10-22,16216.0,16321.0,15638.0,15820.0,,9.669030241321645,-0.024106581699026464,-2.4106581699026464,0,0,0,1,1,0,0,0
36,1986-10-23,15817.0,16329.0,15624.0,16308.0,,9.699411063939143,0.030380822617498637,3.0380822617498637,1,0,0,0,0,0,1,0
37,1986-10-24,16322.0,16563.0,16280.0,16284.0,,9.69793830962287,-0.0014727543162731394,-0.14727543162731394,0,0,1,0,0,0,1,0
38,1986-10-25,16284.0,16284.0,16090.0,16164.0,,9.690541826198364,-0.007396483424505718,-0.7396483424505718,0,0,1,0,0,0,1,0
39,1986-10-27,16186.0,16207.0,16135.0,16158.0,,9.690170562039654,-0.00037126415871036045,-0.037126415871036045,0,0,1,0,1,0,0,0
40,1986-10-28,16152.0,16398.0,16152.0,16398.0,,9.704914655156124,0.014744093116469514,1.4744093116469514,1,0,0,0,0,1,0,0
41,1986-10-29,16397.0,16532.0,16397.0,16505.0,,9.711418644287294,0.006503989131170229,0.6503989131170229,0,1,0,0,1,0,0,0
42,1986-10-30,16526.0,17011.0,16526.0,17011.0,,9.741615472609583,0.030196828322289093,3.0196828322289093,1,0,0,0,0,0,1,0
43,1986-10-31,17021.0,17091.0,16897.0,16911.0,,9.735719576749684,-0.005895895859898914,-0.5895895859898914,0,0,1,0,0,0,1,0
44,1986-11-01,16902.0,16902.0,16756.0,16837.0,,9.7313341246578,-0.0043854520918849005,-0.43854520918849005,0,0,1,0,0,0,1,0
45,1986-11-04,16840.0,16894.0,16751.0,16787.0,,9.728360056322414,-0.0029740683353853825,-0.29740683353853825,0,0,1,0,0,0,1,0
46,1986-11-05,16766.0,16845.0,16700.0,16714.0,,9.724001970561382,-0.004358085761031916,-0.43580857610319157,0,0,1,0,0,1,0,0
47,1986-11-06,16712.0,16771.0,16712.0,16758.0,,9.726631035173233,0.002629064611850751,0.2629064611850751,0,1,0,0,1,0,0,0
48,1986-11-07,16778.0,16977.0,16778.0,16974.0,,9.739438040529622,0.012807005356389567,1.2807005356389567,1,0,0,0,0,1,0,0
49,1986-11-10,16989.0,17076.0,16961.0,17053.0,,9.744081420312915,0.004643379783292545,0.4643379783292545,0,1,0,0,1,0,0,0
50,1986-11-11,17055.0,17303.0,17055.0,17301.0,,9.758519582283522,0.014438161970607766,1.4438161970607766,1,0,0,0,0,1,0,0
51,1986-11-12,17306.0,17487.0,17306.0,17448.0,,9.766980307881465,0.008460725597942087,0.8460725597942087,0,1,0,0,0,0,1,0
52,1986-11-13,17443.0,17466.0,17417.0,17438.0,,9.766407011987761,-0.0005732958937034738,-0.05732958937034738,0,0,1,0,0,0,1,0
53,1986-11-14,17424.0,17424.0,17290.0,17391.0,,9.763708110007842,-0.002698901979918844,-0.2698901979918844,0,0,1,0,0,0,0,1
54,1986-11-17,17400.0,17475.0,17204.0,17208.0,,9.753129670947565,-0.010578439060276779,-1.0578439060276779,0,0,0,1,0,1,0,0
55,1986-11-18,17221.0,17297.0,17221.0,17274.0,,9.756957759840232,0.0038280888926660595,0.38280888926660595,0,1,0,0,0,1,0,0
56,1986-11-19,17252.0,17303.0,17200.0,17284.0,,9.757536497051824,0.000578737211592184,0.057873721159218405,0,1,0,0,0,1,0,0
57,1986-11-20,17314.0,17410.0,17265.0,17305.0,,9.758750756069444,0.0012142590176207335,0.12142590176207335,0,1,0,0,1,0,0,0
58,1986-11-21,17331.0,17520.0,17331.0,17490.0,,9.769384568012647,0.010633811943202787,1.0633811943202787,1,0,0,0,0,1,0,0
59,1986-11-22,17504.0,17648.0,17504.0,17648.0,,9.778377741493284,0.00899317348063633,0.899317348063633,0,1,0,0,0,1,0,0
60,1986-11-25,17658.0,17789.0,17658.0,17748.0,,9.7840281124988,0.00565037100551713,0.565037100551713,0,1,0,0,0,0,1,0
61,1986-11-26,17747.0,17770.0,17687.0,17728.0,,9.78290058954701,-0.0011275229517906382,-0.11275229517906382,0,0,1,0,0,1,0,0
62,1986-11-27,17748.0,17884.0,17748.0,17884.0,,9.791661737353872,0.008761147806861658,0.8761147806861658,0,1,0,0,1,0,0,0
63,1986-11-28,17903.0,18084.0,17903.0,18083.0,,9.80272754938498,0.01106581203110757,1.106581203110757,1,0,0,0,1,0,0,0
64,1986-11-29,18089.0,18326.0,18089.0,18326.0,,9.816076095525158,0.013348546140178996,1.3348546140178996,1,0,0,0,0,0,1,0
65,1986-12-01,18339.0,18434.0,18308.0,18308.0,,9.815093401773533,-0.0009826937516255185,-0.09826937516255185,0,0,1,0,0,0,1,0
66,1986-12-02,18327.0,18360.0,18132.0,18191.0,,9.808682245262217,-0.006411156511315852,-0.6411156511315852,0,0,1,0,1,0,0,0
67,1986-12-03,18200.0,18475.0,18200.0,18455.0,,9.8230906154641,0.014408370201882903,1.4408370201882903,1,0,0,0,0,1,0,0
68,1986-12-04,18453.0,18626.0,18453.0,18624.0,,9.832206350531164,0.009115735067064534,0.9115735067064534,0,1,0,0,0,1,0,0
69,1986-12-05,18616.0,18726.0,18613.0,18637.0,,9.832904131080666,0.0006977805495012035,0.06977805495012035,0,1,0,0,0,0,1,0
70,1986-12-06,18621.0,18621.0,18491.0,18605.0,,9.831185640780722,-0.0017184902999431984,-0.17184902999431984,0,0,1,0,0,1,0,0
71,1986-12-08,18609.0,18731.0,18609.0,18711.0,,9.836866865194231,0.005681224413509156,0.5681224413509156,0,1,0,0,0,0,1,0
72,1986-12-09,18711.0,18794.0,18585.0,18603.0,,9.831078137017988,-0.0057887281762436515,-0.5788728176243652,0,0,1,0,0,1,0,0
73,1986-12-10,18601.0,18790.0,18595.0,18776.0,,9.84033473753086,0.009256600512872026,0.9256600512872026,0,1,0,0,0,0,1,0
74,1986-12-11,18777.0,18833.0,18723.0,18731.0,,9.837935184295892,-0.002399553234967655,-0.23995532349676552,0,0,1,0,0,1,0,0
75,1986-12-12,18733.0,18895.0,18721.0,18831.0,,9.843259726985641,0.005324542689749023,0.5324542689749023,0,1,0,0,0,0,1,0
76,1986-12-15,18831.0,18898.0,18732.0,18789.0,,9.841026871193522,-0.0022328557921191816,-0.22328557921191816,0,0,1,0,0,1,0,0
77,1986-12-16,18802.0,18961.0,18802.0,18933.0,,9.84866171025235,0.007634839058827225,0.7634839058827225,0,1,0,0,0,0,1,0
78,1986-12-17,18939.0,18989.0,18699.0,18848.0,,9.844162086451313,-0.004499623801036634,-0.4499623801036634,0,0,1,0,0,0,1,0
79,1986-12-18,18844.0,18844.0,18644.0,18724.0,,9.837561402419961,-0.006600684031351278,-0.6600684031351278,0,0,1,0,1,0,0,0
80,1986-12-19,18718.0,18937.0,18713.0,18930.0,,9.848503244203368,0.010941841783406403,1.0941841783406403,1,0,0,0,0,0,1,0
81,1986-12-22,18949.0,18983.0,18824.0,18825.0,,9.842941052668094,-0.0055621915352741524,-0.5562191535274152,0,0,1,0,0,0,1,0
82,1986-12-23,18830.0,18867.0,18793.0,18809.0,,9.842090757670805,-0.0008502949972886142,-0.08502949972886142,0,0,1,0,0,1,0,0
83,1986-12-24,18833.0,18973.0,18833.0,18903.0,,9.847075918610166,0.004985160939360966,0.49851609393609664,0,1,0,0,0,0,1,0
84,1986-12-25,18910.0,18984.0,18741.0,18774.0,,9.840228212896937,-0.006847705713228791,-0.6847705713228791,0,0,1,0,0,1,0,0
85,1986-12-26,18759.0,18821.0,18735.0,18821.0,,9.842728546690564,0.0025003337936269077,0.25003337936269077,0,1,0,0,0,0,1,0
86,1986-12-27,18820.0,18820.0,18673.0,18701.0,,9.83633227734872,-0.0063962693418435634,-0.6396269341843563,0,0,1,0,0,1,0,0
87,1987-01-05,18703.0,18822.0,18635.0,18821.0,,9.842728546690564,0.0063962693418435634,0.6396269341843563,0,1,0,0,0,1,0,0
88,1987-01-06,18851.0,19041.0,18851.0,18937.0,,9.848872959262906,0.006144412572341551,0.6144412572341551,0,1,0,0,0,0,1,0
89,1987-01-07,18941.0,18990.0,18684.0,18842.0,,9.843843699608612,-0.005029259654293128,-0.5029259654293128,0,0,1,0,0,0,1,0
90,1987-01-08,18844.0,18866.0,18753.0,18779.0,,9.840494503208207,-0.0033491964004053187,-0.3349196400405319,0,0,1,0,0,1,0,0
91,1987-01-09,18769.0,18875.0,18765.0,18810.0,,9.842143922295076,0.0016494190868687753,0.16494190868687753,0,1,0,0,0,0,1,0
92,1987-01-12,18794.0,18794.0,18651.0,18669.0,,9.834619673237327,-0.007524249057748733,-0.7524249057748733,0,0,1,0,0,0,1,0
93,1987-01-13,18655.0,18655.0,18526.0,18544.0,,9.827901565579532,-0.006718107657794903,-0.6718107657794903,0,0,1,0,1,0,0,0
94,1987-01-14,18539.0,18807.0,18539.0,18784.0,,9.840760722627824,0.012859157048291436,1.2859157048291436,1,0,0,0,1,0,0,0
95,1987-01-16,18794.0,19151.0,18794.0,19150.0,,9.860057994608791,0.019297271980967423,1.9297271980967423,1,0,0,0,0,1,0,0
96,1987-01-19,19137.0,19219.0,18986.0,19189.0,,9.862092477169742,0.0020344825609512895,0.20344825609512895,0,1,0,0,0,1,0,0
97,1987-01-20,19190.0,19250.0,19162.0,19216.0,,9.863498544319764,0.0014060671500217836,0.14060671500217836,0,1,0,0,1,0,0,0
98,1987-01-21,19215.0,19435.0,19215.0,19429.0,,9.874522074243114,0.011023529923349429,1.1023529923349429,1,0,0,0,0,0,1,0
99,1987-01-22,19428.0,19553.0,19374.0,19381.0,,9.872048483700748,-0.0024735905423654003,-0.24735905423654003,0,0,1,0,0,1,0,0
100,1987-01-23,19378.0,19553.0,19361.0,19457.0,,9.875962181471376,0.003913697770627778,0.39136977706277776,0,1,0,0,0,1,0,0
101,1987-01-24,19449.0,19550.0,19444.0,19539.0,,9.88016774721451,0.004205565743134798,0.4205565743134798,0,1,0,0,0,1,0,0
102,1987-01-26,19554.0,19701.0,19536.0,19555.0,,9.880986287189614,0.000818539975103505,0.0818539975103505,0,1,0,0,0,1,0,0
103,1987-01-27,19567.0,19713.0,19562.0,19687.0,,9.887713798420087,0.006727511230472771,0.6727511230472771,0,1,0,0,0,1,0,0
104,1987-01-28,19700.0,19861.0,19700.0,19790.0,,9.892932038596612,0.0052182401765250574,0.5218240176525057,0,1,0,0,0,1,0,0
105,1987-01-29,19783.0,19921.0,19735.0,19921.0,,9.899529730681785,0.0065976920851724685,0.6597692085172469,0,1,0,0,0,1,0,0
106,1987-01-30,19929.0,20051.0,19871.0,20048.0,,9.90588467713585,0.006354946454065313,0.6354946454065313,0,1,0,0,0,0,1,0
107,1987-01-31,20031.0,20031.0,19974.0,20024.0,,9.90468683311161,-0.001197844024240169,-0.11978440242401689,0,0,1,0,0,1,0,0
108,1987-02-02,20041.0,20156.0,20041.0,20072.0,,9.907081088046258,0.0023942549346482878,0.23942549346482878,0,1,0,0,0,0,1,0
109,1987-02-03,20084.0,20114.0,19894.0,19956.0,,9.901285128980929,-0.00579595906532937,-0.579595906532937,0,0,1,0,0,1,0,0
110,1987-02-04,19956.0,20005.0,19921.0,19974.0,,9.90218670680308,0.0009015778221517223,0.09015778221517223,0,1,0,0,0,0,1,0
111,1987-02-05,19972.0,20031.0,19792.0,19795.0,,9.89318465954023,-0.009002047262850255,-0.9002047262850255,0,0,1,0,0,0,1,0
112,1987-02-06,19786.0,19817.0,19669.0,19669.0,,9.886799071249893,-0.006385588290337196,-0.6385588290337196,0,0,1,0,0,0,1,0
113,1987-02-07,19667.0,19667.0,19457.0,19550.0,,9.880730565413511,-0.0060685058363816324,-0.6068505836381632,0,0,1,0,0,1,0,0
114,1987-02-09,19546.0,19696.0,19517.0,19679.0,,9.88730735630709,0.006576790893578988,0.6576790893578988,0,1,0,0,0,1,0,0
115,1987-02-10,19693.0,19838.0,19693.0,19814.0,,9.894144037532975,0.006836681225884433,0.6836681225884433,0,1,0,0,0,1,0,0
116,1987-02-12,19818.0,19941.0,19818.0,19875.0,,9.897217939522532,0.0030739019895573705,0.30739019895573705,0,1,0,0,0,0,0,1
117,1987-02-13,19872.0,19916.0,19629.0,19629.0,,9.884763343537848,-0.012454595984683792,-1.2454595984683792,0,0,0,1,0,0,1,0
118,1987-02-16,19622.0,19622.0,19532.0,19532.0,,9.87980942518155,-0.004953918356298104,-0.4953918356298104,0,0,1,0,0,1,0,0
119,1987-02-17,19523.0,19642.0,19514.0,19638.0,,9.885221743729236,0.005412318547685757,0.5412318547685757,0,1,0,0,1,0,0,0
120,1987-02-18,19659.0,19885.0,19659.0,19882.0,,9.897570078772091,0.012348335042855041,1.234833504285504,1,0,0,0,1,0,0,0
121,1987-02-19,19899.0,20228.0,19899.0,20228.0,,9.914823062199874,0.01725298342778281,1.7252983427782809,1,0,0,0,0,0,1,0
122,1987-02-20,20226.0,20246.0,20045.0,20080.0,,9.907479573805665,-0.007343488394209174,-0.7343488394209174,0,0,1,0,0,0,1,0
123,1987-02-23,20071.0,20089.0,19905.0,19941.0,,9.900533192709691,-0.006946381095973564,-0.6946381095973564,0,0,1,0,0,1,0,0
124,1987-02-24,19942.0,20129.0,19931.0,20076.0,,9.907280350774824,0.006747158065133263,0.6747158065133263,0,1,0,0,0,1,0,0
125,1987-02-25,20077.0,20262.0,20077.0,20186.0,,9.912744573798804,0.005464223023979642,0.5464223023979642,0,1,0,0,1,0,0,0
126,1987-02-26,20192.0,20598.0,20192.0,20454.0,,9.925933741365958,0.013189167567153603,1.3189167567153603,1,0,0,0,0,0,1,0
127,1987-02-27,20445.0,20509.0,20291.0,20422.0,,9.924368030115483,-0.0015657112504747772,-0.15657112504747772,0,0,1,0,1,0,0,0
128,1987-02-28,20426.0,20767.0,20426.0,20767.0,,9.941120467342978,0.01675243722749542,1.675243722749542,1,0,0,0,0,1,0,0
129,1987-03-02,20771.0,20948.0,20771.0,20934.0,,9.949129910414829,0.008009443071850697,0.8009443071850697,0,1,0,0,0,1,0,0
130,1987-03-03,20943.0,21127.0,20943.0,20971.0,,9.950895809931119,0.0017658995162896929,0.1765899516289693,0,1,0,0,0,1,0,0
131,1987-03-04,20970.0,21202.0,20968.0,21032.0,,9.953800366409718,0.0029045564785992184,0.29045564785992184,0,1,0,0,0,1,0,0
132,1987-03-05,21047.0,21261.0,21047.0,21176.0,,9.960623743906938,0.006823377497219951,0.6823377497219951,0,1,0,0,0,0,1,0
133,1987-03-06,21184.0,21346.0,21083.0,21106.0,,9.957312639231036,-0.003311104675901788,-0.3311104675901788,0,0,1,0,0,1,0,0
134,1987-03-07,21087.0,21130.0,20988.0,21123.0,,9.958117773187244,0.0008051339562076265,0.08051339562076265,0,1,0,0,0,1,0,0
135,1987-03-09,21139.0,21312.0,21139.0,21166.0,,9.96015139965367,0.0020336264664262416,0.20336264664262416,0,1,0,0,0,1,0,0
136,1987-03-10,21166.0,21231.0,21104.0,21214.0,,9.962416620065415,0.0022652204117452612,0.22652204117452612,0,1,0,0,0,1,0,0
137,1987-03-11,21214.0,21369.0,21213.0,21313.0,,9.967072494161238,0.0046558740958229095,0.46558740958229095,0,1,0,0,0,1,0,0
138,1987-03-12,21329.0,21472.0,21319.0,21470.0,,9.974411890872826,0.007339396711588009,0.7339396711588009,0,1,0,0,0,1,0,0
139,1987-03-13,21476.0,21527.0,21446.0,21498.0,,9.975715186533009,0.001303295660182613,0.1303295660182613,0,1,0,0,0,0,1,0
140,1987-03-16,21493.0,21517.0,21343.0,21415.0,,9.971846890049472,-0.003868296483537037,-0.3868296483537037,0,0,1,0,0,1,0,0
141,1987-03-17,21415.0,21521.0,21388.0,21515.0,,9.9765056452727,0.004658755223228894,0.4658755223228894,0,1,0,0,0,1,0,0
142,1987-03-18,21519.0,21789.0,21519.0,21705.0,,9.985297927733694,0.00879228246099295,0.8792282460992951,0,1,0,0,0,0,1,0
143,1987-03-19,21718.0,21884.0,21632.0,21644.0,,9.982483558762626,-0.0028143689710677933,-0.2814368971067793,0,0,1,0,0,1,0,0
144,1987-03-20,21643.0,21671.0,21602.0,21658.0,,9.983130180188324,0.0006466214256981573,0.06466214256981573,0,1,0,0,0,0,1,0
145,1987-03-23,21657.0,21866.0,21582.0,21588.0,,9.979892883738533,-0.003237296449791316,-0.3237296449791316,0,0,1,0,0,0,1,0
146,1987-03-24,21598.0,21675.0,21416.0,21435.0,,9.972780379032077,-0.007112504706455525,-0.7112504706455525,0,0,1,0,0,1,0,0
147,1987-03-25,21449.0,21539.0,21290.0,21473.0,,9.974551610967133,0.0017712319350557948,0.17712319350557948,0,1,0,0,0,1,0,0
148,1987-03-26,21470.0,21583.0,21469.0,21559.0,,9.978548641758007,0.003997030790873879,0.3997030790873879,0,1,0,0,1,0,0,0
149,1987-03-27,21559.0,22027.0,21551.0,22027.0,,10.000024252584158,0.021475610826151126,2.1475610826151126,1,0,0,0,0,1,0,0
150,1987-03-28,22026.0,22184.0,21822.0,22178.0,,10.006856085513162,0.0068318329290040225,0.6831832929004023,0,1,0,0,0,0,0,1
151,1987-03-30,22183.0,22218.0,21628.0,21628.0,,9.981744050501895,-0.025112035011266798,-2.51120350112668,0,0,0,1,0,0,1,0
152,1987-03-31,21616.0,21759.0,21304.0,21567.0,,9.978919647651981,-0.0028244028499138096,-0.28244028499138096,0,0,1,0,1,0,0,0
153,1987-04-01,21576.0,22040.0,21576.0,22040.0,,10.00061426326685,0.021694615614869406,2.1694615614869406,1,0,0,0,1,0,0,0
154,1987-04-02,22036.0,22543.0,22036.0,22368.0,,10.015386645033537,0.014772381766686493,1.4772381766686493,1,0,0,0,0,1,0,0
155,1987-04-03,22358.0,22531.0,22355.0,22411.0,,10.017307188735588,0.0019205437020506366,0.19205437020506366,0,1,0,0,1,0,0,0
156,1987-04-04,22429.0,22743.0,22427.0,22739.0,,10.03183679096379,0.014529602228202876,1.4529602228202876,1,0,0,0,0,0,1,0
157,1987-04-06,22750.0,22891.0,22581.0,22586.0,,10.025085524283616,-0.006751266680174339,-0.6751266680174339,0,0,1,0,0,1,0,0
158,1987-04-07,22592.0,22859.0,22592.0,22785.0,,10.033857703697983,0.008772179414366477,0.8772179414366477,0,1,0,0,0,1,0,0
159,1987-04-08,22780.0,22979.0,22761.0,22913.0,,10.039459714059342,0.005602010361359433,0.5602010361359433,0,1,0,0,0,1,0,0
160,1987-04-09,22916.0,23225.0,22851.0,22922.0,,10.039852427056644,0.00039271299730181397,0.0392712997301814,0,1,0,0,1,0,0,0
161,1987-04-10,22909.0,23222.0,22602.0,23217.0,,10.052640047938569,0.012787620881924866,1.2787620881924866,1,0,0,0,0,0,0,1
162,1987-04-13,23222.0,23271.0,22651.0,22920.0,,10.039765170828677,-0.012874877109892324,-1.2874877109892324,0,0,0,1,1,0,0,0
163,1987-04-14,22919.0,23528.0,22710.0,23524.0,,10.065776455579847,0.02601128475117065,2.601128475117065,1,0,0,0,0,0,1,0
164,1987-04-15,23523.0,23659.0,23177.0,23511.0,,10.065223675720974,-0.0005527798588733646,-0.055277985887336456,0,0,1,0,1,0,0,0
165,1987-04-16,23533.0,23869.0,23533.0,23868.0,,10.080293928641973,0.015070252920999394,1.5070252920999394,1,0,0,0,0,1,0,0
166,1987-04-17,23874.0,23990.0,23864.0,23938.0,,10.083222433433315,0.0029285047913418794,0.29285047913418794,0,1,0,0,0,0,1,0
167,1987-04-20,23940.0,24096.0,23895.0,23895.0,,10.081424511012258,-0.0017979224210566969,-0.1797922421056697,0,0,1,0,0,0,1,0
168,1987-04-21,23886.0,24027.0,23762.0,23886.0,,10.081047792228372,-0.0003767187838867869,-0.03767187838867869,0,0,1,0,0,1,0,0
169,1987-04-22,23900.0,24124.0,23900.0,24098.0,,10.089884128483222,0.008836336254850252,0.8836336254850252,0,1,0,0,0,0,1,0
170,1987-04-23,24092.0,24256.0,23951.0,24025.0,,10.086850233838494,-0.0030338946447283632,-0.3033894644728363,0,0,1,0,0,0,1,0
171,1987-04-24,24019.0,24210.0,24006.0,24006.0,,10.08605907808529,-0.0007911557532036539,-0.0791155753203654,0,0,1,0,0,0,1,0
172,1987-04-25,24010.0,24010.0,23894.0,23904.0,,10.081801087932543,-0.004257990152746416,-0.4257990152746416,0,0,1,0,0,0,0,1
173,1987-04-27,23915.0,23955.0,23072.0,23072.0,,10.046375040084676,-0.03542604784786718,-3.542604784786718,0,0,0,1,0,0,1,0
174,1987-04-28,23073.0,23121.0,22006.0,22890.0,,10.038455412946613,-0.00791962713806349,-0.791962713806349,0,0,1,0,1,0,0,0
175,1987-04-30,22893.0,23276.0,22893.0,23275.0,,10.055135102145268,0.016679689198655367,1.6679689198655367,1,0,0,0,1,0,0,0
176,1987-05-01,23294.0,23688.0,23294.0,23681.0,,10.072428317836021,0.017293215690752817,1.7293215690752817,1,0,0,0,1,0,0,0
177,1987-05-02,23687.0,24035.0,23687.0,24009.0,,10.086184039035157,0.013755721199135706,1.3755721199135706,1,0,0,0,0,0,1,0
178,1987-05-06,24015.0,24161.0,23786.0,23919.0,,10.082428401170604,-0.0037556378645522415,-0.37556378645522415,0,0,1,0,1,0,0,0
179,1987-05-07,23941.0,24218.0,23941.0,24208.0,,10.094438436028137,0.012010034857532048,1.2010034857532048,1,0,0,0,1,0,0,0
180,1987-05-08,24232.0,24611.0,24232.0,24589.0,,10.110054467445536,0.015616031417399867,1.5616031417399867,1,0,0,0,0,1,0,0
181,1987-05-11,24605.0,24743.0,24582.0,24608.0,,10.11082687230537,0.0007724048598340971,0.07724048598340971,0,1,0,0,0,0,1,0
182,1987-05-12,24610.0,24624.0,24523.0,24536.0,,10.107896705794088,-0.002930166511282195,-0.2930166511282195,0,0,1,0,0,0,1,0
183,1987-05-13,24527.0,24608.0,24363.0,24363.0,,10.10082086695052,-0.007075838843567439,-0.7075838843567439,0,0,1,0,1,0,0,0
184,1987-05-14,24356.0,24683.0,24356.0,24651.0,,10.112572746599298,0.01175187964877722,1.175187964877722,1,0,0,0,0,1,0,0
185,1987-05-15,24660.0,24843.0,24596.0,24729.0,,10.115731922981338,0.0031591763820397745,0.31591763820397745,0,1,0,0,0,0,0,1
186,1987-05-18,24729.0,24729.0,24298.0,24299.0,,10.098190476218488,-0.0175414467628503,-1.75414467628503,0,0,0,1,0,0,1,0
187,1987-05-19,24295.0,24345.0,24078.0,24078.0,,10.089053839494971,-0.00913663672351639,-0.9136636723516389,0,0,1,0,0,0,0,1
188,1987-05-20,24080.0,24080.0,23368.0,23420.0,,10.061345637151708,-0.027708202343262656,-2.7708202343262656,0,0,0,1,1,0,0,0
